label,word,syllable,phon_stress,sidx,sN,syl_pos,syl_open_closed,corpus
i,пи.рӗш.'те.сӗр,пи,0,1,4,initial,open,zheltov
ø,пи.рӗш.'те.сӗр,рӗш,0,2,4,med,closed,zheltov
e,пи.рӗш.'те.сӗр,'те,1,3,4,med,open,zheltov
ø,пи.рӗш.'те.сӗр,сӗр,0,4,4,final,closed,zheltov
i,пи.рӗш.'ти,пи,0,1,3,initial,open,zheltov
ø,пи.рӗш.'ти,рӗш,0,2,3,med,closed,zheltov
i,пи.рӗш.'ти,'ти,1,3,3,final,open,zheltov
i,пир.'ки,пир,0,1,2,initial,closed,zheltov
i,пир.'ки,'ки,1,2,2,final,open,zheltov
i,'пирс,'пирс,1,1,1,initial_final,closed,zheltov
i,пир.'тев,пир,0,1,2,initial,closed,zheltov
e,пир.'тев,'тев,1,2,2,final,closed,zheltov
i,'пир.тӗк.лӗ,'пир,1,1,3,initial,closed,zheltov
ø,'пир.тӗк.лӗ,тӗк,0,2,3,med,closed,zheltov
ø,'пир.тӗк.лӗ,лӗ,0,3,3,final,open,zheltov
i,'пир.тӗм,'пир,1,1,2,initial,closed,zheltov
ø,'пир.тӗм,тӗм,0,2,2,final,closed,zheltov
i,пи.'рук,пи,0,1,2,initial,open,zheltov
u,пи.'рук,'рук,1,2,2,final,closed,zheltov
i,пи.'рус,пи,0,1,2,initial,open,zheltov
u,пи.'рус,'рус,1,2,2,final,closed,zheltov
i,пи.'рус.кӑ,пи,0,1,3,initial,open,zheltov
u,пи.'рус.кӑ,'рус,1,2,3,med,closed,zheltov
ɵ,пи.'рус.кӑ,кӑ,0,3,3,final,open,zheltov
i,пи.ру.'эт,пи,0,1,3,initial,open,zheltov
u,пи.ру.'эт,ру,0,2,3,med,open,zheltov
e,пи.ру.'эт,'эт,1,3,3,final,closed,zheltov
i,пир.'че,пир,0,1,2,initial,closed,zheltov
e,пир.'че,'че,1,2,2,final,open,zheltov
i,пир.'че,пир,0,1,2,initial,closed,zheltov
e,пир.'че,'че,1,2,2,final,open,zheltov
i,пир.'чев,пир,0,1,2,initial,closed,zheltov
e,пир.'чев,'чев,1,2,2,final,closed,zheltov
i,пир.чев.'лен,пир,0,1,3,initial,closed,zheltov
e,пир.чев.'лен,чев,0,2,3,med,closed,zheltov
e,пир.чев.'лен,'лен,1,3,3,final,closed,zheltov
i,пир.чев.лен.'тер,пир,0,1,4,initial,closed,zheltov
e,пир.чев.лен.'тер,чев,0,2,4,med,closed,zheltov
e,пир.чев.лен.'тер,лен,0,3,4,med,closed,zheltov
e,пир.чев.лен.'тер,'тер,1,4,4,final,closed,zheltov
i,пир.чев.'лет,пир,0,1,3,initial,closed,zheltov
e,пир.чев.'лет,чев,0,2,3,med,closed,zheltov
e,пир.чев.'лет,'лет,1,3,3,final,closed,zheltov
i,пир.'чек.лӗ,пир,0,1,3,initial,closed,zheltov
e,пир.'чек.лӗ,'чек,1,2,3,med,closed,zheltov
ø,пир.'чек.лӗ,лӗ,0,3,3,final,open,zheltov
i,пир.'чен,пир,0,1,2,initial,closed,zheltov
e,пир.'чен,'чен,1,2,2,final,closed,zheltov
i,пир.чен.'тер,пир,0,1,3,initial,closed,zheltov
e,пир.чен.'тер,чен,0,2,3,med,closed,zheltov
e,пир.чен.'тер,'тер,1,3,3,final,closed,zheltov
i,пир.'чет,пир,0,1,2,initial,closed,zheltov
e,пир.'чет,'чет,1,2,2,final,closed,zheltov
i,'пис,'пис,1,1,1,initial_final,closed,zheltov
i,пи.са.'тель,пи,0,1,3,initial,open,zheltov
a,пи.са.'тель,са,0,2,3,med,open,zheltov
e,пи.са.'тель,'тель,1,3,3,final,closed,zheltov
i,пи.'сев,пи,0,1,2,initial,open,zheltov
e,пи.'сев,'сев,1,2,2,final,closed,zheltov
i,пи.сев.'ле,пи,0,1,3,initial,open,zheltov
e,пи.сев.'ле,сев,0,2,3,med,closed,zheltov
e,пи.сев.'ле,'ле,1,3,3,final,open,zheltov
i,пи.сев.'лен,пи,0,1,3,initial,open,zheltov
e,пи.сев.'лен,сев,0,2,3,med,closed,zheltov
e,пи.сев.'лен,'лен,1,3,3,final,closed,zheltov
i,'пи.сӗн,'пи,1,1,2,initial,open,zheltov
ø,'пи.сӗн,сӗн,0,2,2,final,closed,zheltov
i,пис.ме.'ле,пис,0,1,3,initial,closed,zheltov
e,пис.ме.'ле,ме,0,2,3,med,open,zheltov
e,пис.ме.'ле,'ле,1,3,3,final,open,zheltov
i,пис.'мен,пис,0,1,2,initial,closed,zheltov
e,пис.'мен,'мен,1,2,2,final,closed,zheltov
i,'пис.сӑр,'пис,1,1,2,initial,closed,zheltov
ɵ,'пис.сӑр,сӑр,0,2,2,final,closed,zheltov
i,пис.су.'ар,пис,0,1,3,initial,closed,zheltov
u,пис.су.'ар,су,0,2,3,med,open,zheltov
a,пис.су.'ар,'ар,1,3,3,final,closed,zheltov
i,пис.'тер,пис,0,1,2,initial,closed,zheltov
e,пис.'тер,'тер,1,2,2,final,closed,zheltov
i,пис.'тер.мӗш,пис,0,1,3,initial,closed,zheltov
e,пис.'тер.мӗш,'тер,1,2,3,med,closed,zheltov
ø,пис.'тер.мӗш,мӗш,0,3,3,final,closed,zheltov
i,пис.терт.'тер,пис,0,1,3,initial,closed,zheltov
e,пис.терт.'тер,терт,0,2,3,med,closed,zheltov
e,пис.терт.'тер,'тер,1,3,3,final,closed,zheltov
i,'пит,'пит,1,1,1,initial_final,closed,zheltov
i,'пит,'пит,1,1,1,initial_final,closed,zheltov
i,пит.ҫӑ.мар.'ти,пит,0,1,4,initial,closed,zheltov
ɵ,пит.ҫӑ.мар.'ти,ҫӑ,0,2,4,med,open,zheltov
a,пит.ҫӑ.мар.'ти,мар,0,3,4,med,closed,zheltov
i,пит.ҫӑ.мар.'ти,'ти,1,4,4,final,open,zheltov
i,пит.'куҫ,пит,0,1,2,initial,closed,zheltov
u,пит.'куҫ,'куҫ,1,2,2,final,closed,zheltov
i,пи.та.'ни,пи,0,1,3,initial,open,zheltov
a,пи.та.'ни,та,0,2,3,med,open,zheltov
i,пи.та.'ни,'ни,1,3,3,final,open,zheltov
i,пит.вы.'ляв,пит,0,1,3,initial,closed,zheltov
ʉ,пит.вы.'ляв,вы,0,2,3,med,open,zheltov
a,пит.вы.'ляв,'ляв,1,3,3,final,closed,zheltov
i,пи.те.'пи.тӗн,пи,0,1,4,initial,open,zheltov
e,пи.те.'пи.тӗн,те,0,2,4,med,open,zheltov
i,пи.те.'пи.тӗн,'пи,1,3,4,med,open,zheltov
ø,пи.те.'пи.тӗн,тӗн,0,4,4,final,closed,zheltov
i,'пи.тӗ,'пи,1,1,2,initial,open,zheltov
ø,'пи.тӗ,тӗ,0,2,2,final,open,zheltov
i,'пи.тӗ,'пи,1,1,2,initial,open,zheltov
ø,'пи.тӗ,тӗ,0,2,2,final,open,zheltov
i,пи.тӗ.'лен,пи,0,1,3,initial,open,zheltov
ø,пи.тӗ.'лен,тӗ,0,2,3,med,open,zheltov
e,пи.тӗ.'лен,'лен,1,3,3,final,closed,zheltov
i,пи.тӗ.лен.'тер,пи,0,1,4,initial,open,zheltov
ø,пи.тӗ.лен.'тер,тӗ,0,2,4,med,open,zheltov
e,пи.тӗ.лен.'тер,лен,0,3,4,med,closed,zheltov
e,пи.тӗ.лен.'тер,'тер,1,4,4,final,closed,zheltov
i,'пи.тӗ.лӗх,'пи,1,1,3,initial,open,zheltov
ø,'пи.тӗ.лӗх,тӗ,0,2,3,med,open,zheltov
ø,'пи.тӗ.лӗх,лӗх,0,3,3,final,closed,zheltov
i,'пи.тӗр,'пи,1,1,2,initial,open,zheltov
ø,'пи.тӗр,тӗр,0,2,2,final,closed,zheltov
i,'пи.тӗ.рӗн,'пи,1,1,3,initial,open,zheltov
ø,'пи.тӗ.рӗн,тӗ,0,2,3,med,open,zheltov
ø,'пи.тӗ.рӗн,рӗн,0,3,3,final,closed,zheltov
i,'пи.тӗ.рӗн.чӗк,'пи,1,1,4,initial,open,zheltov
ø,'пи.тӗ.рӗн.чӗк,тӗ,0,2,4,med,open,zheltov
ø,'пи.тӗ.рӗн.чӗк,рӗн,0,3,4,med,closed,zheltov
ø,'пи.тӗ.рӗн.чӗк,чӗк,0,4,4,final,closed,zheltov
i,'пи.тӗр.кӗҫ,'пи,1,1,3,initial,open,zheltov
ø,'пи.тӗр.кӗҫ,тӗр,0,2,3,med,closed,zheltov
ø,'пи.тӗр.кӗҫ,кӗҫ,0,3,3,final,closed,zheltov
i,'пи.тӗр.кӗч,'пи,1,1,3,initial,open,zheltov
ø,'пи.тӗр.кӗч,тӗр,0,2,3,med,closed,zheltov
ø,'пи.тӗр.кӗч,кӗч,0,3,3,final,closed,zheltov
i,пи.тӗр.'лен,пи,0,1,3,initial,open,zheltov
ø,пи.тӗр.'лен,тӗр,0,2,3,med,closed,zheltov
e,пи.тӗр.'лен,'лен,1,3,3,final,closed,zheltov
i,пи.тӗрт.'тер,пи,0,1,3,initial,open,zheltov
ø,пи.тӗрт.'тер,тӗрт,0,2,3,med,closed,zheltov
e,пи.тӗрт.'тер,'тер,1,3,3,final,closed,zheltov
i,'пи.тӗр.чӗк,'пи,1,1,3,initial,open,zheltov
ø,'пи.тӗр.чӗк,тӗр,0,2,3,med,closed,zheltov
ø,'пи.тӗр.чӗк,чӗк,0,3,3,final,closed,zheltov
i,пит.'ле,пит,0,1,2,initial,closed,zheltov
e,пит.'ле,'ле,1,2,2,final,open,zheltov
i,пит.'лев,пит,0,1,2,initial,closed,zheltov
e,пит.'лев,'лев,1,2,2,final,closed,zheltov
i,пит.'лев.ҫӗ,пит,0,1,3,initial,closed,zheltov
e,пит.'лев.ҫӗ,'лев,1,2,3,med,closed,zheltov
ø,пит.'лев.ҫӗ,ҫӗ,0,3,3,final,open,zheltov
i,пит.'леш,пит,0,1,2,initial,closed,zheltov
e,пит.'леш,'леш,1,2,2,final,closed,zheltov
i,'пит.лӗх,'пит,1,1,2,initial,closed,zheltov
ø,'пит.лӗх,лӗх,0,2,2,final,closed,zheltov
i,'пит.лӗх.лӗ,'пит,1,1,3,initial,closed,zheltov
ø,'пит.лӗх.лӗ,лӗх,0,2,3,med,closed,zheltov
ø,'пит.лӗх.лӗ,лӗ,0,3,3,final,open,zheltov
i,пит.'рав,пит,0,1,2,initial,closed,zheltov
a,пит.'рав,'рав,1,2,2,final,closed,zheltov
i,'пит.сӗр,'пит,1,1,2,initial,closed,zheltov
ø,'пит.сӗр,сӗр,0,2,2,final,closed,zheltov
i,пить.'ен,пить,0,1,2,initial,closed,zheltov
e,пить.'ен,'ен,1,2,2,final,closed,zheltov
i,пи.хам.'пар,пи,0,1,3,initial,open,zheltov
a,пи.хам.'пар,хам,0,2,3,med,closed,zheltov
a,пи.хам.'пар,'пар,1,3,3,final,closed,zheltov
i,пих.'та,пих,0,1,2,initial,closed,zheltov
a,пих.'та,'та,1,2,2,final,open,zheltov
i,пи.'чат.нӑй,пи,0,1,3,initial,open,zheltov
a,пи.'чат.нӑй,'чат,1,2,3,med,closed,zheltov
ɵ,пи.'чат.нӑй,нӑй,0,3,3,final,closed,zheltov
i,пи.'чев,пи,0,1,2,initial,open,zheltov
e,пи.'чев,'чев,1,2,2,final,closed,zheltov
i,пи.чев.'ле,пи,0,1,3,initial,open,zheltov
e,пи.чев.'ле,чев,0,2,3,med,closed,zheltov
e,пи.чев.'ле,'ле,1,3,3,final,open,zheltov
i,пи.'чет,пи,0,1,2,initial,open,zheltov
e,пи.'чет,'чет,1,2,2,final,closed,zheltov
i,пи.чет.'ле,пи,0,1,3,initial,open,zheltov
e,пи.чет.'ле,чет,0,2,3,med,closed,zheltov
e,пи.чет.'ле,'ле,1,3,3,final,open,zheltov
i,пи.чет.'лен,пи,0,1,3,initial,open,zheltov
e,пи.чет.'лен,чет,0,2,3,med,closed,zheltov
e,пи.чет.'лен,'лен,1,3,3,final,closed,zheltov
i,пи.чет.лет.'тер,пи,0,1,4,initial,open,zheltov
e,пи.чет.лет.'тер,чет,0,2,4,med,closed,zheltov
e,пи.чет.лет.'тер,лет,0,3,4,med,closed,zheltov
e,пи.чет.лет.'тер,'тер,1,4,4,final,closed,zheltov
i,пи.чет.ле.'тӳ,пи,0,1,4,initial,open,zheltov
e,пи.чет.ле.'тӳ,чет,0,2,4,med,closed,zheltov
e,пи.чет.ле.'тӳ,ле,0,3,4,med,open,zheltov
y,пи.чет.ле.'тӳ,'тӳ,1,4,4,final,open,zheltov
i,пич.'ке,пич,0,1,2,initial,closed,zheltov
e,пич.'ке,'ке,1,2,2,final,open,zheltov
i,пи.чурк.'ка,пи,0,1,3,initial,open,zheltov
u,пи.чурк.'ка,чурк,0,2,3,med,closed,zheltov
a,пи.чурк.'ка,'ка,1,3,3,final,open,zheltov
i,пич.'че,пич,0,1,2,initial,closed,zheltov
e,пич.'че,'че,1,2,2,final,open,zheltov
i,'пич.чӗн,'пич,1,1,2,initial,closed,zheltov
ø,'пич.чӗн,чӗн,0,2,2,final,closed,zheltov
i,'пич.чӗ.нӗш,'пич,1,1,3,initial,closed,zheltov
ø,'пич.чӗ.нӗш,чӗ,0,2,3,med,open,zheltov
ø,'пич.чӗ.нӗш,нӗш,0,3,3,final,closed,zheltov
i,пи.я.'ла,пи,0,1,3,initial,open,zheltov
a,пи.я.'ла,я,0,2,3,med,open,zheltov
a,пи.я.'ла,'ла,1,3,3,final,open,zheltov
a,плав.'ки,плав,0,1,2,initial,closed,zheltov
i,плав.'ки,'ки,1,2,2,final,open,zheltov
a,пла.'вун,пла,0,1,2,initial,open,zheltov
u,пла.'вун,'вун,1,2,2,final,closed,zheltov
a,пла.'кат,пла,0,1,2,initial,open,zheltov
a,пла.'кат,'кат,1,2,2,final,closed,zheltov
a,'план,'план,1,1,1,initial_final,closed,zheltov
a,пла.не.'рист,пла,0,1,3,initial,open,zheltov
e,пла.не.'рист,не,0,2,3,med,open,zheltov
i,пла.не.'рист,'рист,1,3,3,final,closed,zheltov
a,пла.не.рист.'ка,пла,0,1,4,initial,open,zheltov
e,пла.не.рист.'ка,не,0,2,4,med,open,zheltov
i,пла.не.рист.'ка,рист,0,3,4,med,closed,zheltov
a,пла.не.рист.'ка,'ка,1,4,4,final,open,zheltov
a,пла.не.'та,пла,0,1,3,initial,open,zheltov
e,пла.не.'та,не,0,2,3,med,open,zheltov
a,пла.не.'та,'та,1,3,3,final,open,zheltov
a,пла.не.та.'ри,пла,0,1,4,initial,open,zheltov
e,пла.не.та.'ри,не,0,2,4,med,open,zheltov
a,пла.не.та.'ри,та,0,3,4,med,open,zheltov
i,пла.не.та.'ри,'ри,1,4,4,final,open,zheltov
a,пла.ни.мет.'ри,пла,0,1,4,initial,open,zheltov
i,пла.ни.мет.'ри,ни,0,2,4,med,open,zheltov
e,пла.ни.мет.'ри,мет,0,3,4,med,closed,zheltov
i,пла.ни.мет.'ри,'ри,1,4,4,final,open,zheltov
a,план.'ка,план,0,1,2,initial,closed,zheltov
a,план.'ка,'ка,1,2,2,final,open,zheltov
a,план.'ла,план,0,1,2,initial,closed,zheltov
a,план.'ла,'ла,1,2,2,final,open,zheltov
a,план.'лав,план,0,1,2,initial,closed,zheltov
a,план.'лав,'лав,1,2,2,final,closed,zheltov
a,'план.лӑ,'план,1,1,2,initial,closed,zheltov
ɵ,'план.лӑ,лӑ,0,2,2,final,open,zheltov
a,'план.лӑх,'план,1,1,2,initial,closed,zheltov
ɵ,'план.лӑх,лӑх,0,2,2,final,closed,zheltov
a,'план.сӑр,'план,1,1,2,initial,closed,zheltov
ɵ,'план.сӑр,сӑр,0,2,2,final,closed,zheltov
a,'план.сӑр.лӑх,'план,1,1,3,initial,closed,zheltov
ɵ,'план.сӑр.лӑх,сӑр,0,2,3,med,closed,zheltov
ɵ,'план.сӑр.лӑх,лӑх,0,3,3,final,closed,zheltov
a,план.'шет,план,0,1,2,initial,closed,zheltov
e,план.'шет,'шет,1,2,2,final,closed,zheltov
a,план.шет.'ка,план,0,1,3,initial,closed,zheltov
e,план.шет.'ка,шет,0,2,3,med,closed,zheltov
a,план.шет.'ка,'ка,1,3,3,final,open,zheltov
a,плас.'тик,плас,0,1,2,initial,closed,zheltov
i,плас.'тик,'тик,1,2,2,final,closed,zheltov
a,плас.ти.'ка,плас,0,1,3,initial,closed,zheltov
i,плас.ти.'ка,ти,0,2,3,med,open,zheltov
a,плас.ти.'ка,'ка,1,3,3,final,open,zheltov
a,плас.'ти.кӑл.лӑ,плас,0,1,4,initial,closed,zheltov
i,плас.'ти.кӑл.лӑ,'ти,1,2,4,med,open,zheltov
ɵ,плас.'ти.кӑл.лӑ,кӑл,0,3,4,med,closed,zheltov
ɵ,плас.'ти.кӑл.лӑ,лӑ,0,4,4,final,open,zheltov
a,плас.ти.'лин,плас,0,1,3,initial,closed,zheltov
i,плас.ти.'лин,ти,0,2,3,med,open,zheltov
i,плас.ти.'лин,'лин,1,3,3,final,closed,zheltov
a,плас.тин.'ка,плас,0,1,3,initial,closed,zheltov
i,плас.тин.'ка,тин,0,2,3,med,closed,zheltov
a,плас.тин.'ка,'ка,1,3,3,final,open,zheltov
a,плас.'тин.кӑл.лӑ,плас,0,1,4,initial,closed,zheltov
i,плас.'тин.кӑл.лӑ,'тин,1,2,4,med,closed,zheltov
ɵ,плас.'тин.кӑл.лӑ,кӑл,0,3,4,med,closed,zheltov
ɵ,плас.'тин.кӑл.лӑ,лӑ,0,4,4,final,open,zheltov
a,пласт.мас.'са,пласт,0,1,3,initial,closed,zheltov
a,пласт.мас.'са,мас,0,2,3,med,closed,zheltov
a,пласт.мас.'са,'са,1,3,3,final,open,zheltov
a,плас.'тун,плас,0,1,2,initial,closed,zheltov
u,плас.'тун,'тун,1,2,2,final,closed,zheltov
a,плас.тун.'ла,плас,0,1,3,initial,closed,zheltov
u,плас.тун.'ла,тун,0,2,3,med,closed,zheltov
a,плас.тун.'ла,'ла,1,3,3,final,open,zheltov
a,плас.'тырь,плас,0,1,2,initial,closed,zheltov
ʉ,плас.'тырь,'тырь,1,2,2,final,closed,zheltov
a,пла.'тан,пла,0,1,2,initial,open,zheltov
a,пла.'тан,'тан,1,2,2,final,closed,zheltov
a,пла.ти.'на,пла,0,1,3,initial,open,zheltov
i,пла.ти.'на,ти,0,2,3,med,open,zheltov
a,пла.ти.'на,'на,1,3,3,final,open,zheltov
a,плат.'на,плат,0,1,2,initial,closed,zheltov
a,плат.'на,'на,1,2,2,final,open,zheltov
a,плат.'ник,плат,0,1,2,initial,closed,zheltov
i,плат.'ник,'ник,1,2,2,final,closed,zheltov
a,плать.'е,плать,0,1,2,initial,closed,zheltov
e,плать.'е,'е,1,2,2,final,open,zheltov
a,плаш.'ка,плаш,0,1,2,initial,closed,zheltov
a,плаш.'ка,'ка,1,2,2,final,open,zheltov
e,плев.'ра,плев,0,1,2,initial,closed,zheltov
a,плев.'ра,'ра,1,2,2,final,open,zheltov
e,плев.'рит,плев,0,1,2,initial,closed,zheltov
i,плев.'рит,'рит,1,2,2,final,closed,zheltov
e,пле.'йер,пле,0,1,2,initial,open,zheltov
e,пле.'йер,'йер,1,2,2,final,closed,zheltov
e,пле.'нар.лӑ,пле,0,1,3,initial,open,zheltov
a,пле.'нар.лӑ,'нар,1,2,3,med,closed,zheltov
ɵ,пле.'нар.лӑ,лӑ,0,3,3,final,open,zheltov
e,пле.'нум,пле,0,1,2,initial,open,zheltov
u,пле.'нум,'нум,1,2,2,final,closed,zheltov
i,'пли,'пли,1,1,1,initial_final,open,zheltov
i,плин.'тус,плин,0,1,2,initial,closed,zheltov
u,плин.'тус,'тус,1,2,2,final,closed,zheltov
i,'плис,'плис,1,1,1,initial_final,closed,zheltov
i,пли.'та,пли,0,1,2,initial,open,zheltov
a,пли.'та,'та,1,2,2,final,open,zheltov
i,пли.'тал.лӑ,пли,0,1,3,initial,open,zheltov
a,пли.'тал.лӑ,'тал,1,2,3,med,closed,zheltov
ɵ,пли.'тал.лӑ,лӑ,0,3,3,final,open,zheltov
i,плит.'ка,плит,0,1,2,initial,closed,zheltov
a,плит.'ка,'ка,1,2,2,final,open,zheltov
i,'плит.кӑл.лӑ,'плит,1,1,3,initial,closed,zheltov
ɵ,'плит.кӑл.лӑ,кӑл,0,2,3,med,closed,zheltov
ɵ,'плит.кӑл.лӑ,лӑ,0,3,3,final,open,zheltov
u,'плюс,'плюс,1,1,1,initial_final,closed,zheltov
u,'плюш,'плюш,1,1,1,initial_final,closed,zheltov
u,плюш.'ка,плюш,0,1,2,initial,closed,zheltov
a,плюш.'ка,'ка,1,2,2,final,open,zheltov
e,пнев.ма.ти.'ка,пнев,0,1,4,initial,closed,zheltov
a,пнев.ма.ти.'ка,ма,0,2,4,med,open,zheltov
i,пнев.ма.ти.'ка,ти,0,3,4,med,open,zheltov
a,пнев.ма.ти.'ка,'ка,1,4,4,final,open,zheltov
e,пнев.ма.'ти.кӑл.лӑ,пнев,0,1,5,initial,closed,zheltov
a,пнев.ма.'ти.кӑл.лӑ,ма,0,2,5,med,open,zheltov
i,пнев.ма.'ти.кӑл.лӑ,'ти,1,3,5,med,open,zheltov
ɵ,пнев.ма.'ти.кӑл.лӑ,кӑл,0,4,5,med,closed,zheltov
ɵ,пнев.ма.'ти.кӑл.лӑ,лӑ,0,5,5,final,open,zheltov
a,праҫ.'ник,праҫ,0,1,2,initial,closed,zheltov
i,праҫ.'ник,'ник,1,2,2,final,closed,zheltov
a,праҫ.ник.'ле,праҫ,0,1,3,initial,closed,zheltov
i,праҫ.ник.'ле,ник,0,2,3,med,closed,zheltov
e,праҫ.ник.'ле,'ле,1,3,3,final,open,zheltov
a,пра.'ва,пра,0,1,2,initial,open,zheltov
a,пра.'ва,'ва,1,2,2,final,open,zheltov
a,'пра.вӑ.лӑх,'пра,1,1,3,initial,open,zheltov
ɵ,'пра.вӑ.лӑх,вӑ,0,2,3,med,open,zheltov
ɵ,'пра.вӑ.лӑх,лӑх,0,3,3,final,closed,zheltov
a,'пра.вӑ.сӑр,'пра,1,1,3,initial,open,zheltov
ɵ,'пра.вӑ.сӑр,вӑ,0,2,3,med,open,zheltov
ɵ,'пра.вӑ.сӑр,сӑр,0,3,3,final,closed,zheltov
a,'пра.вӑ.сӑр.лӑх,'пра,1,1,4,initial,open,zheltov
ɵ,'пра.вӑ.сӑр.лӑх,вӑ,0,2,4,med,open,zheltov
ɵ,'пра.вӑ.сӑр.лӑх,сӑр,0,3,4,med,closed,zheltov
ɵ,'пра.вӑ.сӑр.лӑх,лӑх,0,4,4,final,closed,zheltov
a,пра.ви.'тель,пра,0,1,3,initial,open,zheltov
i,пра.ви.'тель,ви,0,2,3,med,open,zheltov
e,пра.ви.'тель,'тель,1,3,3,final,closed,zheltov
a,прав.ле.'ни,прав,0,1,3,initial,closed,zheltov
e,прав.ле.'ни,ле,0,2,3,med,open,zheltov
i,прав.ле.'ни,'ни,1,3,3,final,open,zheltov
a,пра.'вур,пра,0,1,2,initial,open,zheltov
u,пра.'вур,'вур,1,2,2,final,closed,zheltov
a,пра.'вур.лӑх,пра,0,1,3,initial,open,zheltov
u,пра.'вур.лӑх,'вур,1,2,3,med,closed,zheltov
ɵ,пра.'вур.лӑх,лӑх,0,3,3,final,closed,zheltov
a,прак.'тик,прак,0,1,2,initial,closed,zheltov
i,прак.'тик,'тик,1,2,2,final,closed,zheltov
a,прак.ти.'ка,прак,0,1,3,initial,closed,zheltov
i,прак.ти.'ка,ти,0,2,3,med,open,zheltov
a,прак.ти.'ка,'ка,1,3,3,final,open,zheltov
a,прак.ти.'кант,прак,0,1,3,initial,closed,zheltov
i,прак.ти.'кант,ти,0,2,3,med,open,zheltov
a,прак.ти.'кант,'кант,1,3,3,final,closed,zheltov
a,прак.ти.кант.'ка,прак,0,1,4,initial,closed,zheltov
i,прак.ти.кант.'ка,ти,0,2,4,med,open,zheltov
a,прак.ти.кант.'ка,кант,0,3,4,med,closed,zheltov
a,прак.ти.кант.'ка,'ка,1,4,4,final,open,zheltov
a,прак.ти.'кум,прак,0,1,3,initial,closed,zheltov
i,прак.ти.'кум,ти,0,2,3,med,open,zheltov
u,прак.ти.'кум,'кум,1,3,3,final,closed,zheltov
a,пра.'лук,пра,0,1,2,initial,open,zheltov
u,пра.'лук,'лук,1,2,2,final,closed,zheltov
a,пра.'лук.сӑр,пра,0,1,3,initial,open,zheltov
u,пра.'лук.сӑр,'лук,1,2,3,med,closed,zheltov
ɵ,пра.'лук.сӑр,сӑр,0,3,3,final,closed,zheltov
a,пра.'пай,пра,0,1,2,initial,open,zheltov
a,пра.'пай,'пай,1,2,2,final,closed,zheltov
a,пра.'чак,пра,0,1,2,initial,open,zheltov
a,пра.'чак,'чак,1,2,2,final,closed,zheltov
a,пра.'чеч.нӑй,пра,0,1,3,initial,open,zheltov
e,пра.'чеч.нӑй,'чеч,1,2,3,med,closed,zheltov
ɵ,пра.'чеч.нӑй,нӑй,0,3,3,final,closed,zheltov
a,прач.'ка,прач,0,1,2,initial,closed,zheltov
a,прач.'ка,'ка,1,2,2,final,open,zheltov
e,прейс.ку.'рант,прейс,0,1,3,initial,closed,zheltov
u,прейс.ку.'рант,ку,0,2,3,med,open,zheltov
a,прейс.ку.'рант,'рант,1,3,3,final,closed,zheltov
e,пре.'ми,пре,0,1,2,initial,open,zheltov
i,пре.'ми,'ми,1,2,2,final,open,zheltov
e,пре.ми.'ле,пре,0,1,3,initial,open,zheltov
i,пре.ми.'ле,ми,0,2,3,med,open,zheltov
e,пре.ми.'ле,'ле,1,3,3,final,open,zheltov
e,пре.ми.'лев,пре,0,1,3,initial,open,zheltov
i,пре.ми.'лев,ми,0,2,3,med,open,zheltov
e,пре.ми.'лев,'лев,1,3,3,final,closed,zheltov
e,премь.'ер,премь,0,1,2,initial,closed,zheltov
e,премь.'ер,'ер,1,2,2,final,closed,zheltov
e,премь.ер.ми.'нистр,премь,0,1,4,initial,closed,zheltov
e,премь.ер.ми.'нистр,ер,0,2,4,med,closed,zheltov
i,премь.ер.ми.'нистр,ми,0,3,4,med,open,zheltov
i,премь.ер.ми.'нистр,'нистр,1,4,4,final,closed,zheltov
e,премь.е.'ра,премь,0,1,3,initial,closed,zheltov
e,премь.е.'ра,е,0,2,3,med,open,zheltov
a,премь.е.'ра,'ра,1,3,3,final,open,zheltov
e,пре.'ни,пре,0,1,2,initial,open,zheltov
i,пре.'ни,'ни,1,2,2,final,open,zheltov
e,пре.па.'рат,пре,0,1,3,initial,open,zheltov
a,пре.па.'рат,па,0,2,3,med,open,zheltov
a,пре.па.'рат,'рат,1,3,3,final,closed,zheltov
e,пре.'ри,пре,0,1,2,initial,open,zheltov
i,пре.'ри,'ри,1,2,2,final,open,zheltov
e,прес.ви.'тер,прес,0,1,3,initial,closed,zheltov
i,прес.ви.'тер,ви,0,2,3,med,open,zheltov
e,прес.ви.'тер,'тер,1,3,3,final,closed,zheltov
e,прес.'ла,прес,0,1,2,initial,closed,zheltov
a,прес.'ла,'ла,1,2,2,final,open,zheltov
e,прес.'лан,прес,0,1,2,initial,closed,zheltov
a,прес.'лан,'лан,1,2,2,final,closed,zheltov
e,'пресс,'пресс,1,1,1,initial_final,closed,zheltov
e,пресс.ат.та.'ше,пресс,0,1,4,initial,closed,zheltov
a,пресс.ат.та.'ше,ат,0,2,4,med,closed,zheltov
a,пресс.ат.та.'ше,та,0,3,4,med,open,zheltov
e,пресс.ат.та.'ше,'ше,1,4,4,final,open,zheltov
e,пресс.папь.'е,пресс,0,1,3,initial,closed,zheltov
a,пресс.папь.'е,папь,0,2,3,med,closed,zheltov
e,пресс.папь.'е,'е,1,3,3,final,open,zheltov
e,пресс.сек.ре.'тарь,пресс,0,1,4,initial,closed,zheltov
